"carat","cut","color","clarity","depth","table","price","x","y","z"
0.9,"Premium","D","VS2",62.6,59,4914,6.17,6.14,3.85
0.52,"Ideal","G","VVS2",60.8,57,1878,5.2,5.17,3.15
0.52,"Ideal","F","VVS1",59.8,59,2251,5.21,5.25,3.13
1.29,"Premium","I","VS2",60.4,58,6321,7.12,7.03,4.27
0.9,"Very Good","H","VS2",62,57,4155,6.1,6.16,3.8
0.3,"Ideal","E","VVS2",61.1,55,837,4.34,4.37,2.66
0.3,"Premium","D","SI1",62.2,58,709,4.31,4.28,2.67
1.5,"Fair","F","SI2",64.7,59,7056,7.13,7.05,4.59
0.41,"Ideal","D","VS1",61.8,57,1230,4.8,4.75,2.95
0.91,"Very Good","D","VS2",59.6,58,5825,6.32,6.34,3.77
0.52,"Very Good","E","SI1",58.4,58,1382,5.29,5.33,3.1
1.01,"Very Good","J","SI1",61.3,57,4153,6.45,6.5,3.97
0.35,"Premium","I","SI2",60.9,58,512,4.56,4.53,2.77
0.36,"Premium","H","VS2",60.9,59,568,4.58,4.62,2.8
1.52,"Premium","E","SI2",61,59,10214,7.39,7.33,4.49
0.31,"Ideal","E","VS2",61.5,56,872,4.37,4.34,2.68
1.01,"Premium","F","SI2",62.2,57,4796,6.43,6.36,3.98
0.51,"Ideal","H","IF",62.6,56,1920,5.1,5.13,3.2
1.2,"Good","G","VS2",57.8,59,8032,7.06,7,4.06
0.3,"Premium","G","VS1",61.7,56,776,4.33,4.29,2.66
1.02,"Premium","D","SI2",59.3,60,4583,6.56,6.52,3.88
0.81,"Good","I","VS2",63.8,58,2641,5.89,5.84,3.74
0.33,"Ideal","E","VVS1",61.2,56,984,4.45,4.51,2.74
2.09,"Premium","J","SI1",62.2,59,13864,8.23,8.16,5.1
0.51,"Premium","F","VS2",62.3,60,1574,5.1,5.07,3.17
0.51,"Very Good","E","SI1",62.9,57,1304,5.06,5.11,3.2
0.72,"Premium","G","SI1",62.8,60,2352,5.78,5.68,3.6
0.4,"Very Good","D","VS2",62.4,60,845,4.66,4.67,2.91
0.31,"Ideal","F","VS2",61.9,55,802,4.39,4.37,2.71
0.9,"Good","G","SI2",63.3,59,3162,6.07,6.12,3.86
0.3,"Ideal","H","VVS2",62.7,53,590,4.29,4.32,2.7
0.9,"Good","H","SI2",63.1,55,3024,6.08,6.13,3.85
0.46,"Premium","D","VS2",60.9,58,1388,4.97,4.94,3.02
1.5,"Very Good","H","VS2",62,55,9706,7.26,7.37,4.57
0.27,"Very Good","H","VVS1",61.2,57,504,4.15,4.18,2.55
0.26,"Premium","E","VS2",62.1,56,580,4.13,4.11,2.56
1.51,"Good","I","VS2",62.2,59,8951,7.19,7.3,4.51
0.34,"Ideal","E","VS2",62.4,54,956,4.49,4.48,2.8
0.3,"Good","G","VS1",63.4,55,565,4.26,4.32,2.72
1.04,"Ideal","G","VS2",62.5,57,6709,6.49,6.46,4.05
0.32,"Ideal","G","VVS1",61.4,55,1080,4.44,4.42,2.72
0.6,"Good","G","SI1",65.3,56,1350,5.21,5.26,3.42
0.33,"Good","I","VS1",63.2,57,521,4.37,4.4,2.77
0.54,"Ideal","G","VVS2",61,56,1985,5.25,5.3,3.22
1.02,"Premium","D","VS1",60.3,58,8181,6.57,6.49,3.94
0.64,"Ideal","D","SI1",62.1,56,1967,5.5,5.55,3.43
0.4,"Ideal","G","VVS2",62.6,53,917,4.72,4.77,2.97
1.32,"Ideal","G","VS2",61.1,57,9580,7.13,7.07,4.34
2.5,"Premium","H","I1",59.9,60,8467,8.75,8.67,5.22
0.31,"Ideal","D","SI2",62.5,55,593,4.34,4.3,2.7
0.37,"Good","G","SI2",63.4,57,487,4.55,4.57,2.89
1.54,"Premium","H","VS2",61.8,59,10702,7.35,7.4,4.56
1.52,"Ideal","G","SI1",60.3,57,11105,7.47,7.51,4.52
1,"Very Good","H","SI2",59.1,62,3575,6.47,6.5,3.83
1.4,"Very Good","I","VS1",61.6,59,7584,7.17,7.22,4.43
0.51,"Premium","D","SI1",60.1,60,1687,5.18,5.14,3.1
0.36,"Premium","I","VS2",62.7,59,648,4.58,4.54,2.86
0.91,"Very Good","G","SI2",62.8,59,3006,6.09,6.14,3.84
1.04,"Premium","D","VS1",62.3,59,8341,6.48,6.39,4.01
0.91,"Ideal","E","SI2",60.8,56,3898,6.29,6.25,3.81
0.73,"Ideal","I","VS2",62.2,54,2335,5.76,5.78,3.59
0.7,"Very Good","I","VVS2",63.4,59,2415,5.6,5.57,3.54
1.26,"Premium","D","SI1",59.5,59,7903,7.13,7.06,4.22
0.26,"Good","F","VS1",58,58,453,4.2,4.25,2.45
2.01,"Good","H","SI1",56.7,58,13929,8.31,8.36,4.73
0.45,"Very Good","G","VVS1",60,57,1193,4.99,5.02,3
0.32,"Good","D","SI2",64.1,54,441,4.34,4.37,2.79
1.03,"Very Good","G","SI2",61.4,54,4466,6.52,6.57,4.02
0.52,"Ideal","E","VS1",60,56,1883,5.25,5.29,3.16
0.52,"Ideal","D","VVS1",62,57,3247,5.17,5.15,3.2
0.74,"Very Good","E","VVS2",61.9,59,3616,5.74,5.77,3.56
0.52,"Ideal","G","SI1",60.4,57,1354,5.23,5.27,3.17
1.62,"Good","I","VS1",59.6,65,9526,7.69,7.59,4.55
0.32,"Ideal","F","VVS2",61.6,55,945,4.41,4.42,2.72
0.35,"Ideal","E","VS2",62,57,984,4.55,4.51,2.81
0.75,"Premium","H","SI2",62.3,57,2234,5.79,5.73,3.59
0.54,"Ideal","D","VS1",61.4,57,2039,5.21,5.24,3.21
1.01,"Premium","H","SI1",61.9,59,4191,6.35,6.32,3.92
0.42,"Ideal","F","SI1",60.8,54,843,4.83,4.94,2.97
0.55,"Ideal","F","VVS1",61.2,54,3032,5.35,5.3,3.26
2.08,"Very Good","J","VS2",60.6,61,13732,8.24,8.34,5.02
0.33,"Premium","G","SI1",62.3,59,492,4.39,4.44,2.75
1.02,"Ideal","F","VS1",61,56,8011,6.49,6.52,3.97
0.69,"Very Good","F","SI1",62.6,59.6,1951,5.59,5.66,3.52
0.31,"Ideal","D","SI2",62.6,57,462,4.27,4.35,2.7
1.5,"Premium","I","VS1",62.7,59,10080,7.3,7.25,4.56
0.39,"Ideal","E","IF",61.1,57,1333,4.73,4.76,2.9
0.24,"Good","E","VVS1",63.8,56,499,3.95,3.98,2.53
1.86,"Good","G","SI2",63.8,55,9791,7.79,7.73,4.95
1.45,"Very Good","J","VS2",62.8,57,6671,7.14,7.17,4.49
0.64,"Ideal","G","VVS2",61.8,56,2587,5.53,5.56,3.43
0.73,"Premium","E","SI1",62.7,58,2703,5.76,5.7,3.59
0.3,"Very Good","D","SI1",63.3,55,709,4.31,4.28,2.72
0.34,"Ideal","D","VS2",61.3,57,805,4.47,4.5,2.75
0.43,"Very Good","G","VVS2",62.3,60,1056,4.78,4.85,3
0.38,"Ideal","H","VVS1",62.3,53.3,894,4.63,4.66,2.9
0.52,"Good","E","VS2",63.3,56,1554,5.08,5.12,3.23
0.77,"Ideal","F","SI1",61.7,56,3702,5.85,5.91,3.63
0.37,"Premium","I","VS1",61.4,59,749,4.61,4.55,2.81
1.01,"Ideal","G","SI1",60.8,56,5204,6.53,6.49,3.96
1.57,"Premium","D","SI1",62.2,59,11976,7.37,7.45,4.61
1.15,"Very Good","H","VS2",60.3,59,5831,6.75,6.79,4.08
0.7,"Premium","F","SI2",61.2,59,1792,5.75,5.72,3.51
1,"Premium","F","VVS1",62.6,58,8736,6.45,6.33,4
0.31,"Ideal","E","VS2",61,56,680,4.38,4.41,2.68
0.9,"Good","H","VS2",64,57,3538,6.14,6.11,3.92
0.56,"Ideal","E","VS2",62.6,57,1915,5.29,5.26,3.3
0.38,"Premium","G","VS2",60.4,57,983,4.7,4.67,2.83
0.81,"Premium","H","SI1",59.1,57,2585,6.16,6.09,3.62
1.01,"Very Good","H","VS2",63.3,57,4559,6.32,6.27,3.99
0.33,"Ideal","F","IF",62.2,53,971,4.47,4.5,2.79
0.41,"Good","D","SI1",56.5,63,758,4.98,4.94,2.8
1.06,"Ideal","G","SI2",61,56,3321,6.62,6.56,4.02
0.35,"Ideal","G","VS2",61.6,54,563,4.55,4.58,2.81
1.02,"Premium","E","VVS1",61.5,59,11163,6.46,6.41,3.96
1.01,"Good","F","SI1",63.5,57,4549,6.29,6.33,4.01
1.52,"Premium","G","VS2",62,58,13483,7.33,7.39,4.56
0.7,"Ideal","H","SI1",61.2,56,2184,5.69,5.74,3.5
0.34,"Premium","G","VS2",61.2,59,596,4.43,4.49,2.73
0.36,"Ideal","D","VS2",60,56,933,4.68,4.66,2.8
1,"Fair","E","SI2",65.9,62,4265,6.09,6.02,3.99
0.32,"Very Good","G","VS1",62.5,60,645,4.29,4.35,2.7
0.54,"Very Good","E","SI2",62.4,57.7,1278,5.19,5.2,3.25
1.1,"Ideal","H","VS2",62.6,57,4048,6.61,6.56,4.12
0.31,"Ideal","E","IF",60.4,56,1239,4.43,4.38,2.66
0.91,"Premium","G","VVS2",61.8,58,5259,6.16,6.24,3.83
0.9,"Good","H","SI1",61.4,60,3730,6.06,6.12,3.74
0.7,"Very Good","E","SI1",62.9,56,2386,5.57,5.65,3.53
0.32,"Very Good","D","VVS2",61.9,54,841,4.43,4.46,2.75
0.3,"Ideal","G","IF",62.5,54,863,4.31,4.33,2.7
0.9,"Very Good","F","SI1",63.1,56,4103,6.17,6.12,3.88
0.71,"Ideal","F","SI2",59.9,59,2161,5.79,5.83,3.48
1.14,"Good","G","SI2",63.7,60,4233,6.69,6.6,4.24
0.52,"Premium","G","VVS2",61.2,59,1911,5.14,5.16,3.15
0.31,"Premium","H","VVS1",60.5,58,907,4.43,4.4,2.67
0.4,"Ideal","E","SI1",63.2,56,684,4.66,4.71,2.96
1.22,"Ideal","I","SI1",61.9,56,5261,6.87,6.83,4.24
1.28,"Premium","H","SI1",62.3,58,6946,7,6.94,4.34
0.53,"Ideal","F","SI2",60.3,56,1335,5.25,5.3,3.18
0.58,"Ideal","F","VS2",60.6,56,1809,5.41,5.44,3.29
2,"Fair","E","SI2",59.9,61,15540,8.16,8.04,4.86
0.53,"Ideal","E","VS2",62.8,55,1653,5.21,5.17,3.26
0.4,"Ideal","E","VS2",62.4,56,912,4.71,4.74,2.95
1.64,"Very Good","H","SI2",60.7,59,9632,7.61,7.65,4.63
1.01,"Good","G","VS2",62.7,60,6126,6.27,6.32,3.95
0.57,"Premium","D","VS2",61.7,60,2047,5.32,5.28,3.27
1,"Very Good","I","SI1",60.4,63,4032,6.44,6.37,3.87
0.38,"Ideal","F","VS2",60.4,55,871,4.71,4.76,2.86
0.58,"Very Good","H","SI1",59.7,57,1239,5.41,5.47,3.25
1.02,"Premium","D","SI2",59.5,62,4912,6.56,6.52,3.89
0.31,"Ideal","E","VS1",61.6,55,722,4.39,4.41,2.71
1.04,"Premium","E","SI2",62.8,59,4370,6.45,6.41,4.04
1.5,"Ideal","I","SI1",61.8,57,8907,7.3,7.34,4.53
1.08,"Ideal","I","VS2",61.9,57,5172,6.54,6.61,4.07
2.39,"Premium","H","SI1",60.6,58,16687,8.65,8.58,5.22
0.55,"Ideal","E","VVS2",61.4,56,2499,5.28,5.31,3.25
0.52,"Ideal","E","VS1",61.7,56,1742,5.13,5.18,3.18
1.18,"Ideal","I","VVS1",62.6,54,6750,6.74,6.78,4.23
1.04,"Premium","G","SI1",62.7,59,5223,6.47,6.41,4.04
1.21,"Good","J","IF",62.1,60,6299,6.81,6.87,4.25
0.72,"Very Good","F","SI1",62.6,55,2440,5.71,5.76,3.59
0.9,"Ideal","G","SI1",61.6,58,4008,6.16,6.21,3.81
0.9,"Ideal","G","VVS1",61.6,57,5564,6.24,6.16,3.82
0.57,"Ideal","G","VS1",61.6,55,1815,5.34,5.38,3.3
0.7,"Very Good","G","VVS1",62.8,56,3276,5.63,5.67,3.55
1.56,"Ideal","G","VS2",61.3,56,14237,7.48,7.5,4.59
0.4,"Ideal","E","VS1",62.2,55,1125,4.76,4.72,2.95
0.42,"Ideal","F","VVS1",62,55,1326,4.81,4.84,2.99
0.31,"Very Good","E","SI1",63.4,55,698,4.33,4.32,2.74
1.33,"Premium","H","SI2",61.9,58,5214,7.07,7.01,4.36
0.33,"Premium","F","SI1",59.9,61,705,4.47,4.44,2.67
1.01,"Premium","G","SI2",60.1,59,4154,6.45,6.39,3.86
1.19,"Ideal","D","VVS2",62,57,12795,6.76,6.86,4.22
0.9,"Premium","D","SI1",59.5,57,3689,6.29,6.21,3.72
1.08,"Ideal","D","SI1",61.3,56,6203,6.63,6.72,4.09
0.41,"Very Good","I","VVS1",62,56,863,4.75,4.77,2.95
1,"Very Good","E","SI2",62.9,60,4781,6.3,6.35,3.98
0.31,"Ideal","F","VS2",62.3,55,625,4.3,4.33,2.69
0.4,"Ideal","E","VVS2",62.4,59,1166,4.7,4.73,2.94
0.72,"Very Good","E","SI1",62.6,59,2474,5.66,5.71,3.56
0.72,"Ideal","G","VVS1",62.2,54.4,3492,5.73,5.76,3.57
0.32,"Ideal","E","VVS2",61.5,57,1080,4.41,4.4,2.71
0.44,"Very Good","D","SI1",62.9,58,849,4.82,4.85,3.04
2.35,"Very Good","I","SI2",58.5,57,15122,8.72,8.77,5.12
1.01,"Very Good","H","SI1",61.8,59,4876,6.37,6.41,3.95
1.01,"Ideal","J","VS2",61.3,56,4617,6.46,6.5,3.97
0.31,"Ideal","F","VS2",60.8,57,749,4.41,4.38,2.67
0.73,"Ideal","G","SI1",61.2,57,3089,5.79,5.86,3.56
1.01,"Good","D","SI1",63.9,62,5055,6.25,6.31,4.01
0.46,"Ideal","E","VS2",62.1,57,1251,4.93,4.89,3.05
1.03,"Ideal","H","VS2",61.2,56,6123,6.5,6.53,3.98
0.71,"Premium","E","SI1",59.1,61,2863,5.84,5.8,3.44
0.7,"Good","E","SI2",59.9,57,2026,5.75,5.8,3.46
0.88,"Ideal","F","SI2",62.2,56,3619,6.11,6.17,3.82
0.41,"Ideal","E","VS1",61.5,56,1007,4.77,4.79,2.94
0.53,"Ideal","D","SI2",61.4,56,1314,5.22,5.24,3.21
0.71,"Premium","D","SI1",61.4,58,2863,5.79,5.75,3.54
0.5,"Ideal","H","VS2",62.3,58,1400,5.12,5.05,3.17
0.26,"Very Good","H","VS1",62.9,54,430,4.06,4.08,2.56
1.6,"Premium","F","SI2",61.8,57,6899,7.51,7.46,4.63
1,"Premium","G","VS1",62.4,59,6606,6.35,6.4,3.98
0.43,"Premium","F","SI1",61.3,60,792,4.83,4.86,2.97
1.03,"Very Good","G","SI2",63.1,58,4060,6.41,6.37,4.03
1.08,"Very Good","F","VS2",63.1,57,6319,6.56,6.5,4.12
0.32,"Good","D","SI1",63.8,55,706,4.36,4.35,2.78
0.34,"Ideal","E","VS1",61.2,57,1033,4.51,4.45,2.74
0.3,"Premium","E","VS2",62.4,59,658,4.26,4.3,2.67
0.34,"Premium","F","VS2",59.2,60,880,4.6,4.56,2.71
1.51,"Very Good","H","SI2",60.8,58,7723,7.4,7.51,4.53
0.53,"Premium","G","VS1",63,58,1727,5.17,5.15,3.25
0.5,"Very Good","F","VVS1",61.1,55,2122,5.14,5.18,3.15
0.4,"Ideal","D","VS2",61.3,57,1050,4.77,4.75,2.92
0.7,"Good","E","SI1",63.6,62,2386,5.57,5.6,3.55
1.54,"Ideal","G","VVS1",60.8,57,16169,7.45,7.49,4.54
0.45,"Good","D","VS2",63.7,61,1149,4.81,4.73,3.04
1,"Good","G","VS1",63.7,60,4805,6.38,6.31,4.04
1.57,"Ideal","J","SI1",62.4,57,8221,7.51,7.4,4.65
1.7,"Premium","F","VS2",62.8,58,18251,7.61,7.54,4.76
0.53,"Ideal","J","SI1",61.6,55,999,5.2,5.23,3.21
1.37,"Premium","E","SI2",61,57,6751,7.25,7.19,4.4
1.01,"Ideal","G","VS2",62.1,58,6587,6.38,6.43,3.98
1.53,"Ideal","I","VS2",62.2,57,9596,7.39,7.33,4.58
1.01,"Good","G","VS2",57.5,62,5701,6.58,6.53,3.77
0.35,"Ideal","H","VVS1",60.9,57,773,4.55,4.58,2.78
1,"Premium","G","SI2",61.5,56,3142,6.49,6.44,3.97
0.33,"Very Good","F","VS1",62.7,59,741,4.35,4.39,2.74
1.76,"Fair","J","VS1",56.9,66,9314,8.09,7.94,4.56
1,"Fair","G","SI2",68.3,54,3142,6.21,6.12,4.2
0.7,"Good","H","VS2",61.4,56,2253,5.73,5.8,3.54
0.42,"Ideal","E","SI1",62.6,57,773,4.81,4.84,3.02
0.53,"Very Good","E","SI1",63.3,56,1326,5.13,5.17,3.26
1.51,"Premium","H","SI2",60.2,59,8598,7.43,7.33,4.44
0.57,"Ideal","H","VVS1",61.6,56,1961,5.32,5.35,3.28
1.33,"Premium","H","VS2",62.6,58,7943,7.07,7.01,4.41
0.3,"Ideal","I","VS2",62.1,58,389,4.27,4.29,2.66
0.93,"Premium","J","SI2",61.9,57,2807,6.21,6.19,3.84
0.32,"Ideal","J","IF",61,57,521,4.42,4.46,2.71
0.74,"Ideal","D","VS2",62.2,56,3454,5.79,5.81,3.61
0.52,"Very Good","F","SI1",62.3,55,1227,5.14,5.17,3.21
0.31,"Very Good","G","VVS2",62.1,56,707,4.27,4.33,2.67
0.31,"Ideal","E","VS2",61,56,872,4.41,4.38,2.68
0.36,"Ideal","F","VS2",62,55,932,4.58,4.55,2.83
1.01,"Very Good","E","SI1",61.9,56,5759,6.33,6.41,3.94
0.33,"Ideal","G","VS1",60.1,55,854,4.55,4.5,2.72
1.22,"Ideal","J","VS2",61,55,6052,6.92,6.96,4.23
0.25,"Premium","E","VS1",60.7,59,435,4.11,4.13,2.5
0.77,"Ideal","G","SI1",61.5,56,3253,5.89,5.92,3.63
0.84,"Premium","H","SI2",61.3,58,2628,6.1,6.04,3.72
1.54,"Ideal","G","VS1",62.3,57,13846,7.35,7.38,4.59
1.54,"Ideal","F","VS2",61,56,17029,7.44,7.49,4.55
0.65,"Premium","I","SI2",60.7,58,1219,5.65,5.62,3.42
2.05,"Premium","J","VS1",62.5,60,14973,8.09,8.14,5.07
0.71,"Very Good","E","SI1",61.7,61,2606,5.74,5.76,3.55
0.32,"Premium","G","VS2",61.2,59,720,4.41,4.38,2.69
2.31,"Very Good","I","SI1",62.5,55,17715,8.39,8.44,5.26
0.42,"Good","E","SI1",63.4,56,773,4.74,4.82,3.03
1.1,"Premium","G","VS1",62.2,59,5958,6.61,6.57,4.1
0.31,"Ideal","E","VS2",62,55,680,4.33,4.35,2.69
0.34,"Ideal","D","IF",59.8,57,2287,4.57,4.59,2.74
0.56,"Ideal","H","VVS1",62.3,55,1787,5.26,5.3,3.29
0.45,"Ideal","G","VS1",62.8,58,1055,4.83,4.88,3.05
0.44,"Ideal","G","IF",62.2,53,1348,4.9,4.94,3.06
0.57,"Ideal","H","VS1",60.9,56,1800,5.34,5.36,3.26
0.3,"Ideal","F","VS1",61.7,56,731,4.34,4.32,2.67
0.7,"Ideal","G","VS1",60.6,57,2535,5.75,5.7,3.47
0.46,"Fair","F","SI1",64.9,58,1003,4.81,4.77,3.11
1.7,"Very Good","H","VS2",61.9,60,12874,7.57,7.61,4.7
0.77,"Good","F","SI1",64.2,52,2789,5.81,5.77,3.72
0.38,"Ideal","E","VS2",61.7,54.3,853,4.68,4.69,2.89
1.71,"Fair","I","SI2",65.1,60,8800,7.5,7.46,4.87
0.25,"Ideal","F","VS2",61.7,56,535,4.04,4.07,2.5
1.01,"Ideal","E","SI2",63,56,4118,6.34,6.3,3.98
1.03,"Ideal","F","VS1",61.5,56,7906,6.47,6.53,4
0.57,"Ideal","G","VS2",61.5,55,1691,5.33,5.37,3.29
0.41,"Very Good","E","VS1",63.4,55,1160,4.7,4.73,2.99
0.7,"Very Good","F","VS2",61.7,57,2559,5.71,5.74,3.54
0.84,"Ideal","G","SI2",61,56,2879,6.13,6.1,3.73
1.21,"Very Good","G","SI2",62.7,59,5308,6.66,6.74,4.2
1,"Fair","F","VS2",64.9,52,6210,6.24,6.33,4.08
0.35,"Ideal","D","VS2",61.8,55,829,4.53,4.56,2.81
0.78,"Ideal","D","VS2",62.9,56,3736,5.85,5.88,3.69
0.54,"Ideal","E","VS1",62,56,2041,5.25,5.17,3.23
0.32,"Ideal","E","SI1",61.6,54,516,4.42,4.45,2.73
1.01,"Ideal","H","SI2",59.1,59,5828,6.58,6.61,3.9
0.38,"Ideal","E","SI2",61.8,56,628,4.62,4.66,2.87
1.15,"Premium","H","VVS2",58.8,58,6917,6.9,6.87,4.05
1.22,"Premium","H","VS1",62.7,56,7105,6.82,6.74,4.25
1.51,"Premium","I","SI2",61.3,55,6173,7.41,7.36,4.53
0.58,"Ideal","G","VS2",61.9,56,1758,5.38,5.34,3.32
1.09,"Ideal","F","SI1",62,56,5816,6.59,6.61,4.09
0.27,"Very Good","F","VS1",62.5,56,518,4.14,4.18,2.6
0.53,"Ideal","F","SI2",60.9,55,1220,5.26,5.29,3.21
1.13,"Ideal","H","SI2",62.5,57,4584,6.67,6.71,4.18
1.01,"Good","G","SI1",63.2,59,5021,6.32,6.36,4.01
0.42,"Premium","E","SI2",60.1,58,838,4.91,4.87,2.94
0.25,"Very Good","F","VVS2",61.6,57,633,4.05,4.07,2.5
1.02,"Very Good","J","SI1",62.5,58,3857,6.37,6.43,4
0.97,"Very Good","F","SI2",62.9,57,4223,6.28,6.31,3.96
1.2,"Premium","H","VS2",62.4,59,6416,6.73,6.69,4.19
0.25,"Premium","E","VVS2",62.5,59,740,4.04,4.02,2.52
0.3,"Ideal","I","VVS2",62.3,53.7,532,4.29,4.32,2.68
1.39,"Ideal","D","SI1",61.9,52,9519,7.24,7.25,4.48
0.52,"Ideal","G","VS1",62.7,56,1815,5.16,5.14,3.23
0.31,"Premium","H","SI1",59,57,573,4.44,4.4,2.61
0.52,"Very Good","D","SI1",63.8,56,1452,5.06,5.1,3.24
1.16,"Premium","H","SI1",61.2,58,5454,6.76,6.81,4.15
0.3,"Ideal","F","VS2",61.8,56,605,4.3,4.31,2.66
1.07,"Premium","G","SI2",62,59,4401,6.54,6.5,4.04
0.77,"Ideal","D","SI1",61.4,56,2996,5.9,5.93,3.63
1.13,"Premium","I","SI2",62.1,60,3734,6.74,6.66,4.16
0.92,"Very Good","F","SI1",63.5,58,3967,6.16,6.12,3.9
1.01,"Premium","D","SI2",60.3,57,4672,6.56,6.51,3.94
0.35,"Ideal","D","VVS1",62,54,1266,4.56,4.57,2.83
0.71,"Ideal","G","VS1",61.5,56,2859,5.74,5.78,3.54
1.5,"Good","H","VS2",63.9,59,8165,7.25,7.18,4.61
0.3,"Very Good","H","VS1",63,59,526,4.21,4.27,2.67
0.77,"Premium","F","VS1",60.9,60,2859,5.91,5.88,3.59
1.01,"Good","F","VS2",62.1,58,6288,6.28,6.35,3.92
0.34,"Premium","D","SI1",62.4,58,626,4.42,4.46,2.77
0.33,"Very Good","E","VS2",63.1,57,672,4.38,4.43,2.78
0.3,"Premium","H","VS1",62.5,58,526,4.27,4.34,2.69
2.1,"Ideal","I","SI2",61.9,56,15511,8.2,8.22,5.08
0.42,"Ideal","G","VS1",62.5,54,984,4.84,4.79,3.01
0.32,"Ideal","G","SI2",61.6,56,450,4.44,4.46,2.74
0.8,"Ideal","D","VS2",61.3,56,4781,5.97,6,3.67
0.7,"Premium","E","SI1",61.3,58,2753,5.68,5.71,3.49
0.77,"Very Good","E","VS1",62,56,3318,5.88,5.92,3.66
0.4,"Very Good","E","VVS2",62.8,58,1066,4.68,4.71,2.95
0.97,"Fair","J","SI2",60.8,67,2538,6.41,6.32,3.87
0.57,"Ideal","I","VS2",61.8,57,1410,5.31,5.34,3.29
0.35,"Ideal","D","SI1",62.3,55,644,4.52,4.56,2.83
1.13,"Premium","I","VS1",62.2,58,5316,6.68,6.63,4.14
0.5,"Very Good","G","SI1",62.6,56,1197,5.06,5.1,3.18
0.27,"Very Good","E","VVS2",59.7,61,567,4.24,4.27,2.54
0.71,"Very Good","H","VVS2",61.8,56,2960,5.7,5.73,3.53
0.7,"Premium","F","SI1",59.9,58,2306,5.73,5.69,3.42
0.43,"Very Good","F","VVS1",61.5,56,1358,4.86,4.9,3
1.55,"Ideal","F","SI2",61.9,55,10937,7.44,7.4,4.6
1.51,"Premium","G","VS1",59.5,59,14156,7.45,7.41,4.42
1.04,"Good","F","SI1",63.1,57,4828,6.36,6.41,4.03
0.36,"Premium","F","VS2",60.5,60,932,4.61,4.55,2.77
1.95,"Very Good","H","VS2",61.7,55,17374,8,8.05,4.95
0.8,"Ideal","D","SI1",61.7,56,3195,5.96,6,3.69
0.4,"Ideal","H","IF",62.7,57,1238,4.7,4.68,2.94
1,"Good","E","SI1",58.2,61,5330,6.53,6.57,3.81
2,"Premium","G","SI2",62.1,59,15897,8.12,8.02,5.01
1,"Ideal","G","VS2",62.1,57,6612,6.42,6.37,3.97
1,"Fair","F","SI2",65.5,54,3864,6.2,6.16,4.05
0.54,"Ideal","G","SI1",61.4,54,1384,5.27,5.35,3.26
0.74,"Fair","F","VS2",64.6,55,2596,5.74,5.66,3.68
0.53,"Good","F","SI1",63.8,58,1363,5.17,5.12,3.28
0.25,"Very Good","F","VVS1",60.7,59,576,4.07,4.1,2.48
0.78,"Ideal","I","VS2",60.9,57,2400,5.92,5.97,3.62
0.25,"Ideal","E","VVS1",61.2,57,740,4.12,4.08,2.51
0.72,"Good","I","SI1",63.6,59,1909,5.61,5.58,3.56
0.31,"Very Good","E","SI1",63.5,55,698,4.35,4.31,2.75
1.01,"Very Good","F","VS2",62.5,59,6159,6.38,6.42,4
0.3,"Very Good","I","SI1",61.4,58,394,4.3,4.33,2.65
0.52,"Ideal","E","SI1",62.1,54,1341,5.17,5.2,3.22
0.7,"Fair","E","SI1",65.2,58,2318,5.57,5.54,3.62
0.73,"Premium","I","VVS2",61.5,58,2496,5.73,5.78,3.54
0.4,"Premium","D","VS2",62.4,59,1050,4.72,4.7,2.94
1.21,"Ideal","J","VS1",62.3,55,5324,6.81,6.86,4.26
0.41,"Ideal","F","VVS2",61.7,56,1192,4.81,4.78,2.96
0.23,"Very Good","G","VS1",62.2,55,391,3.93,3.95,2.45
1.5,"Good","E","SI2",63.3,57,9281,7.31,7.33,4.63
0.51,"Good","E","VS1",57.9,63,1760,5.24,5.39,3.08
0.81,"Ideal","F","SI1",61.5,57,3422,6.01,6.06,3.71
0.5,"Very Good","E","SI2",63.1,58,1181,5.09,5.05,3.2
2.48,"Ideal","I","SI2",62.3,57,12883,8.64,8.58,5.36
1.2,"Good","H","SI1",64.2,60,6182,6.68,6.62,4.27
0.32,"Ideal","D","VS2",61.6,56,758,4.37,4.4,2.7
1.31,"Good","I","VS1",64.3,58.7,6455,6.84,6.87,4.41
0.38,"Very Good","H","SI1",63.3,57,812,4.62,4.58,2.91
0.7,"Premium","G","SI1",60.3,61,2352,5.75,5.72,3.46
0.37,"Good","E","VS2",63.5,56,681,4.55,4.59,2.9
0.3,"Ideal","H","IF",61.5,56,789,4.31,4.34,2.66
0.31,"Good","G","VS1",63.2,56,625,4.28,4.29,2.71
0.4,"Ideal","H","VVS2",62.1,57,1125,4.74,4.69,2.93
0.34,"Good","G","SI1",63.4,57,507,4.42,4.45,2.81
1.52,"Ideal","I","SI2",61.3,60,7582,7.33,7.39,4.51
1.52,"Premium","G","VS1",61.4,58,13034,7.38,7.35,4.52
0.51,"Ideal","E","VS2",62.9,57,1662,5.11,5.07,3.2
1.53,"Very Good","H","VS2",60.9,63,11452,7.37,7.41,4.5
1.01,"Good","D","SI1",64.1,60,4821,6.27,6.3,4.03
0.33,"Ideal","F","VS2",62.3,56,854,4.46,4.43,2.77
0.44,"Very Good","E","SI1",63.2,53,970,4.87,4.84,3.07
